Title,Type,Price,Bedrooms,Bathrooms,Area,Verified
"Apartment for sale at a bargain price, immediate occupancy, inside a compound in Fifth Settlement. It has an area of ​​146 square meters, 2 bedrooms,",Apartment," 8,500,000.00 ",2,2,146,
"Studio apartment for sale in the heart of New Cairo (Fifth Settlement) with a 9-year installment plan and a down payment of 133,000 EGP + the cheapest",Apartment," 2,650,000.00 ",1,1,51,Verified Business
"Ground floor apartment with garden for sale at the lowest price, ready for immediate occupancy in Creek Town Compound, First Settlement, opposite Reha",Apartment," 7,800,000.00 ",2,2,130,Verified Business
Best and distinguished 162 square meter magnificent photo for sale in Al-Rehab 2 Best and distinguished 162 square meter feature photo for sale in Rehab 2,," 8,700,000.00 ",3,3,162,
"Finished duplex for sale in Fifth Settlement, South Investors area, at a special price",," 6,000,000.00 ",3,3,360,
"Apartment for sale 3 bedrooms on South Teseen Street, Fifth Settlement, New Cairo",Apartment," 6,000,000.00 ",3,2,180,
"Studio apartment for sale in the heart of New Cairo (Fifth Settlement) with a 9-year installment plan and a down payment of 133,000 EGP + the cheapest",Apartment," 2,650,000.00 ",1,1,51,Verified Business
"Ground floor apartment with garden for sale at the lowest price, ready for immediate occupancy in Creek Town Compound, First Settlement, opposite Reha",Apartment," 7,800,000.00 ",2,2,130,Verified Business
Best and distinguished 162 square meter magnificent photo for sale in Al-Rehab 2 Best and distinguished 162 square meter feature photo for sale in Rehab 2,," 8,700,000.00 ",3,3,162,
"Finished duplex for sale in Fifth Settlement, South Investors area, at a special price",," 6,000,000.00 ",3,3,360,
"Apartment for sale 3 bedrooms on South Teseen Street, Fifth Settlement, New Cairo",Apartment," 6,000,000.00 ",3,2,180,
"Apartment for sale in al Rehab, Garden View, 164 sqm, in a prime location",Apartment," 7,800,000.00 ",3,2,164,
Installments Apartment For Sale 115 SQM Prime Location In Hyde Park New Cairo Own Now!,Apartment," 10,300,000.00 ",2,3,115,Verified Business
"Lowest price corner duplex resale, ready for immediate occupancy in Hyde Park, Garden Residence phase - bargain price + stunning view",," 13,300,000.00 ",3,3,211,
"Lowest Price – Apartment Resale for Sale in Mountain View iCity – Fifth Settlement,next to Palm Hills New Cairo,with direct view of landscape.",Apartment," 7,400,000.00 ",2,3,165,Verified Business
Apartment for Sale in Mountain View Hyde Park – Lake View – North Facing,Apartment," 7,800,000.00 ",2,2,134,
"Resale Apartment for Sale in Mivida Compound – Emaar, Fifth Settlement, fully finished – ready to move in, immediate delivery.",Apartment," 16,000,000.00 ",2,3,140,Verified Business
"Resale Apartment for Sale in Mivida Compound – Emaar, Fifth Settlement Finishing: Fully finished – Ultra Super Lux",Apartment," 23,000,000.00 ",3,4,200,Verified Business
Apartment For Sale 190 SQM Fully Finished Ready To Move In Villette New Cairo Own Now!,Apartment," 17,000,000.00 ",3,3,190,Verified Business
Apartment for sale 99 sqm fully finished with open view in El Rehab City New Cairo,Apartment," 6,000,000.00 ",2,2,99,
"“Immediate delivery 140 sqm apartment for sale in Creek Town Compound, First Settlement, directly in front of Al Rehab Gate, with the lowest down paym",Apartment," 8,905,000.00 ",3,3,140,Verified Business
"Lowest Price – Apartment Resale for Sale in Mountain View Hyde Park – Fifth Settlement, next to Emaar, Immediate Delivery, with direct view of landsca",Apartment," 17,500,000.00 ",3,3,275,Verified Business
Ground Floor Apartment with Garden for Sale in Hyde Park – Grand Park – North Facing,Apartment," 6,881,000.00 ",2,2,75,
Apartment For Sale 200 SQM Reday To Move In La Vista Patio Oro New Cairo Own Now!,Apartment," 11,500,000.00 ",3,3,200,Verified Business
"Last apartment with a garden immediately available from the most prestigious and elevated Moresm Compound in Fifth Settlement, Land Scape view, installments. Minutes from American University and District 5. أخر شقه بجاردن فوري من ارقي واعلي كومبوند المراسم التجمع الخامس فيو لاند سكيب بالتقسيط دقايق من الجامعه الامريكيه و ديستريكت ٥",Apartment," 27,242,000.00 ",4,4,195,
Apartment for sale in a prime location In fifth settlement,Apartment," 7,000,000.00 ",3,2,212,
"A fully finished duplex with a private entrance and a large garden, all utilities and meters included, at a reasonable price in New Cairo.",," 10,500,000.00 ",5,4,325,Verified Business
Apartment for Sale in Mountain View Hyde Park – Very Prime Location,Apartment," 7,100,000.00 ",2,2,134,
"Luxurious ground floor apartment with a large garden in Galleria Compound, Fifth Settlement, including club membership and parking space.",Apartment," 12,800,000.00 ",3,3,165,Verified Business
"Ready-to-move-in apartment for sale in Acacia Compound, Fifth Settlement, in front of Gate 6, Al Rehab. Fully finished with 3 bedrooms.",Apartment," 11,000,000.00 ",3,3,216,Verified Business
"Apartment for sale in Mountain View iCity, Fifth Settlement. Immediate occupancy, high-end finishing, excellent price, small remaining balance payable",Apartment," 8,720,000.00 ",3,3,170,Verified Business
"Asking price 7,100,000 for fully finished apartment in 5th settlement,It has a large area with 3 rooms, facing Katameya Golf.",Apartment," 7,100,000.00 ",3,3,209,Verified Business
"A fully finished 3-bedroom apartment for sale in The Address East Compound, next to Mountain View | Immediate delivery with a distinctive view.",Apartment," 8,700,000.00 ",3,2,140,
Installment over 10 years duplex with garden Ready in NewCairo Creek,," 16,000,000.00 ",4,3,220,
Fully finished apartment for sale from the owner Ready for viewing in District 5 Compound in New Cairo,Apartment," 25,500,000.00 ",3,3,188,
Fully finished with Ac’s ground apartment with garden District 5 NewCairo,Apartment," 25,000,000.00 ",4,3,132,
Apartment for sale ready from the owner for viewing in District 5 Compound in New Cairo,Apartment," 21,000,000.00 ",3,3,188,
دوبلكس لقطة فى الاندلس شارع رئيسى حديقة خاصة حصة جراج بجوار المسجد,," 5,000,000.00 ",4,3,255,
"Fully finished apartment 170m + 63m garden (immediate delivery) for sale in The Address East Compound, Fifth Settlement",Apartment," 7,350,000.00 ",3,3,170,Verified Business
"Apartment 220 sqm + 107 sqm for sale, finished, in the Fifth Settlement in Al-Marasem Compound",Apartment," 14,030,000.00 ",4,3,220,Verified Business
Apartment for sale ready for viewing in District 5 Compound in New Cairo,Apartment," 13,550,000.00 ",3,3,188,
"Apartment for sale in Beit Al Watan, 235 sqm, ground floor, 3 bedrooms, 3 bathrooms, reception & kitchen, red brick, delivery in 6 months. Price: EGP",Apartment," 7,700,000.00 ",3,3,235,
Own Now Your Apartment in Prime Location in District 5 - New Cairo,Apartment," 12,338,000.00 ",2,1,130,Verified Business
Apartment with Garden Prime Location For Sale Ready To Move In Eastown - New Cairo,Apartment," 18,800,000.00 ",4,3,205,Verified Business
Apartment in Lowest Down payment in Zed East Special Price - New Cairo,Apartment," 16,000,000.00 ",2,3,125,Verified Business
The price for selling a catty apartment in New Cairo has been lowered تم تنزيل السعر للبيع شقة لقططة في التجمع الاول,Apartment," 8,200,000.00 ",3,2,176,
"Apartment for sale in New Narges, 156 sqm, 1st floor, 3 bedrooms, 2 bathrooms, reception & kitchen, semi-finished, immediate delivery. Price: EGP 4,70",Apartment," 4,700,000.00 ",3,2,156,
شقه للبيع التجمع الخامس استلام فوري,," 2,500,000.00 ",2,2,122,
Doublex 420 m gardenia heights z double face on main elevated for basement and ground with commercial price,," 5,000,000.00 ",3,2,420,
very prime location _ amazing view (apartment for sale ) mountain view icity mv park,Apartment," 5,500,000.00 ",3,3,140,
"Apartment with a stunning view for immediate occupancy in Creek Town Compound, First Settlement, with flexible payment plans and near Family Park Al R",Apartment," 8,970,000.00 ",3,2,170,Verified Business
"Apartment for sale in New Narges, 156 sqm, 1st floor, 3 bedrooms, 2 bathrooms, reception & kitchen, semi-finished, immediate delivery. Price: EGP 4,70",Apartment," 4,700,000.00 ",3,2,156,
شقه للبيع التجمع الخامس استلام فوري,," 2,500,000.00 ",2,2,122,
Doublex 420 m gardenia heights z double face on main elevated for basement and ground with commercial price,," 5,000,000.00 ",3,2,420,
very prime location _ amazing view (apartment for sale ) mountain view icity mv park,Apartment," 5,500,000.00 ",3,3,140,
"Apartment with a stunning view for immediate occupancy in Creek Town Compound, First Settlement, with flexible payment plans and near Family Park Al R",Apartment," 8,970,000.00 ",3,2,170,Verified Business
Fully finished apartment for sale Ready for viewing in District 5 Compound in New Cairo,Apartment," 16,000,000.00 ",3,3,188,
"Apartment for sale in Mountain View 1.1 Compound, Fifth Settlement",Apartment," 15,000,000.00 ",3,2,140,
Apartment for Sale in Lake View Residence | 128m + Garden 63m | Fully Finished | Resale | Prime Location,Apartment," 13,499,999.00 ",2,2,128,
"Fully finished Apartment for sale  164 m ready to move  for sale in La Vista Patio Oro, Fifth Settlement, the heart of the Golden Squ",Apartment," 12,464,000.00 ",3,2,164,Verified Business
Apartment for Sale ready to move in Patio Oro   La Vista | New Cairo,Apartment," 8,500,000.00 ",3,2,166,Verified Business
Apartment for sale at the lowest price fully finished 160 sq m prime location in Mountain View iCity New Cairo Fifth Settlement,Apartment," 7,300,000.00 ",3,3,160,Verified Business
"For immediate delivery, a fully finished apartment for sale with a prime view in the Address East Compound, Fifth Settlement, with installments over a",Apartment," 8,000,000.00 ",3,2,171,Verified Business
Apartment for sale in La Vista – Patio Oro,Apartment," 10,500,000.00 ",3,3,166,Verified Business
"Apartment for sale, Fully Finished Prime location Ready To Move in Taj City - New Cairo",Apartment," 10,500,000.00 ",3,3,170,Verified Business
"Apartment 2 Bedrooms for sale, Fully Finished Landscape view Lowest price in Palm Hills New Cairo - New Cairo",Apartment," 11,488,448.00 ",2,2,116,Verified Business
Apartment for Sale in  Hyde Park -Ready to Move,Apartment," 8,000,000.00 ",2,3,145,Verified Business
Apartment Fully Finished Directly on  Lagoon for Sale  – Palm Hills New Cairo – Cleo -,Apartment," 14,500,000.00 ",3,3,172,Verified Business
"The price has been reduced for fast sale: apartment in Violet Villas 6 near Shell station, El Shwea (Rash)? أ",Apartment," 7,500,000.00 ",3,3,220,
"For sale: an apartment in Al Rehab with a distinctive location, a 136m apartment with a 45m garden, private finishes in Al Rehab 1",Apartment," 8,000,000.00 ",3,3,136,
"Apartment for sale, Greenery View Prime location Ready To Move in Hyde park - New Cairo",Apartment," 11,275,000.00 ",3,3,199,Verified Business
"Apartment for sale in Al Andalus, 115 sqm, 4th floor, 2 bedrooms, 2 bathrooms, reception & kitchen, red brick, immediate delivery. Price: EGP 2,000,00",Apartment," 2,000,000.00 ",2,2,115,
Penthouse for Sale under market price in  La Vista – Patio Oro – New Cairo-ready to move,," 16,000,000.00 ",3,4,270,Verified Business
Apartment with Gareden 180m 3bed for sale in mountainview icity Compound New Cairo,Apartment," 7,800,000.00 ",3,3,175,Verified Business
Apartment with Gareden 180m 3bed for sale in mountainview icity Compound New Cairo,Apartment," 7,800,000.00 ",3,3,175,Verified Business
Duplex Corner for sale under market price in mountain view icity  new cairo  ready to move,," 9,230,000.00 ",3,5,260,Verified Business
Penthouse for Sale under market price in  La Vista  Patio Oro  New Cairo  ready to move,," 10,300,000.00 ",3,3,166,Verified Business
Apartment for sale 235m 3bed 4bath ready to move in  Mountain View ICity  New Cairo,Apartment," 8,600,000.00 ",3,4,235,Verified Business
"Lowest priced Penthouse in New Cairo directly on 90th Street, with installments Over 14 years, next to Solana East.",," 15,000,000.00 ",4,4,225,
"Apartment for sale in Al Andalus, 130 sqm, 4th floor, 3 bedrooms, 2 bathrooms, reception & kitchen. Red brick, immediate delivery. Price: EGP 2,600,00",Apartment," 2,600,000.00 ",3,2,130,
"Apartment for Sale ready to move total 6,300M  in  Mountain View ICity Club Park New Cairo",Apartment," 6,300,000.00 ",3,3,170,Verified Business
"Apartment 3bed  prime location total 6,300M for Sale in mv icity  New Cairo",Apartment," 6,300,000.00 ",3,3,170,Verified Business
"Apartment for sale with a prime view, ready for immediate occupancy in the heart of New Cairo's Fifth Settlement. Fully finished in Address East",Apartment," 7,560,000.00 ",3,2,160,Verified Business
"Apartment ready to move and 80% finished in SWAN LAKE RESIDENCE, New Cairo",Apartment," 9,950,000.00 ",2,2,127,
Duplex for Sale 310 sqm Ready to Move in Sodic Villette New Cairo with installments,," 24,836,000.00 ",3,3,310,Verified Business
Apartment for Sale 190 sqm Ready to Move in Mivida New Cairo,Apartment," 18,000,000.00 ",3,3,190,Verified Business
Apartment for Sale with Roof Ready to Move in Al Marasem New Cairo,Apartment," 15,000,000.00 ",3,3,210,Verified Business
Apartment for Sale Lagoon View in Palm Hills New Cairo Installments till 2028,Apartment," 15,048,722.00 ",2,2,130,Verified Business
"شقه للبيع , استلام فورى",," 6,000,000.00 ",3,3,190,
"A 130m, 3-Bedroom Apartment in the Fifth Settlement, Dijar Compound, at the Lowest Price with Installments up to 10 Years",Apartment," 8,900,000.00 ",3,2,130,Verified Business
